datetime,vix,vix3m
2025-11-21 15:46:00,23.43,23.96
2025-11-24 15:46:00,20.52,21.85
2025-11-25 15:46:00,18.56,20.73
2025-11-26 15:46:00,17.19,20.02
2025-11-27 15:46:00,17.21,20.02
2025-11-28 15:46:00,16.35,19.64
2025-12-01 15:46:00,17.24,20.22
2025-12-02 15:46:00,16.59,19.84
2025-12-03 15:46:00,16.08,19.71
2025-12-04 15:46:00,15.78,19.49
2025-12-05 15:46:00,15.41,19.27
2025-12-08 15:46:00,16.66,19.91
2025-12-09 15:46:00,16.93,20.08
2025-12-10 15:46:00,15.77,19.35
2025-12-11 15:46:00,14.85,19.05
2025-12-12 15:46:00,15.74,19.25
2025-12-15 15:46:00,16.50,19.68
2025-12-16 15:46:00,16.48,19.67
2025-12-17 15:46:00,17.62,20.08
2025-12-18 15:46:00,16.87,19.59
2025-12-19 15:46:00,14.91,18.25
2025-12-22 15:46:00,14.08,17.79
2025-12-23 15:46:00,14.00,17.84
2025-12-24 15:46:00,13.47,17.77
2025-12-26 15:46:00,13.60,17.77
2025-12-29 15:46:00,14.20,17.82
2025-12-30 15:46:00,14.33,17.77
2025-12-31 15:46:00,14.95,18.18
2026-01-02 15:46:00,14.51,18.02
2026-01-05 15:46:00,14.90,18.32
2026-01-06 15:46:00,14.75,18.15
2026-01-07 15:46:00,15.38,18.59
2026-01-08 15:46:00,15.45,18.39
2026-01-09 15:46:00,14.49,17.88
2026-01-12 15:46:00,15.12,18.23
2026-01-13 15:46:00,15.98,18.85
2026-01-14 15:46:00,16.75,19.37
2026-01-15 15:46:00,15.84,18.90
2026-01-16 15:46:00,15.86,18.99
2026-01-19 15:46:00,18.84,18.99
2026-01-20 15:46:00,20.09,21.28
2026-01-21 15:46:00,16.90,19.36
2026-01-22 15:46:00,15.64,18.75
2026-01-23 15:46:00,16.09,19.15
2026-01-26 15:46:00,16.15,19.07
2026-01-27 15:46:00,16.35,19.22
2026-01-28 15:46:00,16.35,19.30
2026-01-29 15:46:00,16.88,19.67
2026-01-30 15:46:00,17.44,20.07
2026-02-02 15:46:00,16.34,19.37
2026-02-03 15:46:00,18.00,20.35
2026-02-04 15:46:00,18.64,20.62
2026-02-05 15:46:00,21.77,22.45
2026-02-06 15:46:00,17.76,20.37
2026-02-09 15:46:00,17.36,20.09
2026-02-10 15:46:00,17.79,20.43
2026-02-11 15:46:00,17.65,20.37
2026-02-12 15:46:00,20.82,22.17
2026-02-13 15:46:00,20.60,22.17
2026-02-16 15:46:00,21.20,22.17
2026-02-17 15:46:00,20.29,21.60
2026-02-18 15:46:00,19.62,21.39
2026-02-19 15:46:00,20.23,21.88
2026-02-20 15:46:00,19.09,21.09
2026-02-23 15:46:00,21.01,22.14
2026-02-24 15:46:00,19.55,21.34
2026-02-25 15:46:00,17.93,20.36
2026-02-26 15:46:00,18.63,20.81
2026-02-27 15:46:00,19.86,21.56
2026-03-02 15:46:00,21.44,22.44
2026-03-03 15:46:00,23.57,23.54
2026-03-04 15:46:00,21.15,22.29
2026-03-05 15:46:00,23.75,23.86
2026-03-06 15:46:00,29.49,27.56
2026-03-09 15:46:00,25.50,25.34
2026-03-10 15:46:00,24.93,25.51
2026-03-11 15:46:00,24.23,24.97
2026-03-12 15:46:00,27.29,26.95
2026-03-13 15:46:00,27.19,27.28
2026-03-16 15:46:00,23.51,24.92
2026-03-17 15:46:00,22.37,24.33
2026-03-18 15:46:00,25.09,26.56
2026-03-19 15:46:00,24.06,25.54
2026-03-20 15:46:00,26.78,27.43
2026-03-23 15:46:00,26.15,26.10
2026-03-24 15:46:00,26.95,26.56
2026-03-25 15:46:00,25.33,25.63
2026-03-26 15:46:00,27.44,27.16
2026-03-27 15:46:00,31.05,29.27
2026-03-30 15:46:00,30.61,29.13
2026-03-31 15:46:00,25.25,25.55
2026-04-01 15:46:00,24.54,24.86
2026-04-02 15:46:00,23.87,24.72
2026-04-06 15:46:00,24.17,24.77
2026-04-07 15:46:00,25.78,25.57
2026-04-08 15:46:00,21.04,22.68
2026-04-09 15:46:00,19.49,21.81
2026-04-10 15:46:00,19.23,21.86
2026-04-13 15:46:00,19.12,21.34
2026-04-14 15:46:00,18.36,20.82
2026-04-15 15:46:00,18.17,20.78
2026-04-16 15:46:00,17.94,20.77
2026-04-17 15:46:00,17.48,20.51
2026-04-20 15:46:00,18.87,21.24
2026-04-21 15:46:00,19.50,21.51
2026-04-22 15:46:00,18.92,21.24
2026-04-23 15:46:00,19.31,21.48
2026-04-24 15:46:00,18.71,21.30
2026-04-27 15:46:00,18.02,20.77
2026-04-28 15:46:00,17.83,20.49
2026-04-29 15:46:00,18.81,21.19
2026-04-30 15:46:00,16.89,20.08
2026-05-01 15:46:00,16.99,20.37
2026-05-04 15:46:00,18.29,21.05
2026-05-05 15:46:00,17.38,20.82
2026-05-06 15:46:00,17.39,20.57
2026-05-07 15:46:00,17.08,20.35
2026-05-08 15:46:00,17.19,20.50
2026-05-11 15:46:00,18.38,21.24
2026-05-12 15:46:00,17.99,21.04
2026-05-13 15:46:00,17.87,21.18
2026-05-14 15:46:00,17.26,20.85
2026-05-15 15:46:00,18.43,21.36
2026-05-18 15:46:00,17.82,20.92
2026-05-19 15:46:00,18.06,21.12
2026-05-20 15:46:00,17.44,20.76
2026-05-21 15:46:00,16.76,20.00
2026-05-22 15:46:00,16.70,20.03
2026-05-25 15:46:00,16.59,20.03
2026-05-26 15:46:00,17.01,19.89
2026-05-27 15:46:00,16.29,19.45
2026-05-28 15:46:00,15.74,19.11
2026-05-29 15:46:00,15.32,18.66
2026-06-01 15:46:00,16.05,19.43
2026-06-02 15:46:00,15.77,19.49
2026-06-03 15:46:00,16.06,19.76
2026-06-04 15:46:00,15.40,19.23
2026-06-05 15:46:00,21.51,21.82
2026-06-08 15:46:00,18.92,20.79
2026-06-09 15:46:00,19.87,21.31
2026-06-10 15:46:00,22.22,22.89
2026-06-11 15:46:00,19.44,21.42
2026-06-12 15:46:00,17.68,20.51
